"uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","geodeticDatum","elevation","elevationUncertainty","aquaticSiteType","startDate","collectDate","eventID","sampleID","sampleCode","samplingProtocolVersion","samplingImpractical","samplerType","towsTrapsNumber","towsTrapsVolume","zooDepth1","zooDepth2","zooDepth3","remarks","recordedBy","collectedBy"
"07d68fc4-7f3f-491b-b0e8-8aae66a71fe7","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2014-07-02T16:00Z","2014-07-02T16:00Z","BARC.20140702","BARC.OUT.20140702.ZOO",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",2,24,1,1,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"68f251f5-0766-4b14-b699-15d6299882c7","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2014-07-02T16:00Z","2014-07-02T16:00Z","BARC.20140702","BARC.BOUY.20140702.ZOO",NA,"NEON.DOC.001194vC",NA,"tow net",2,686.2,4.7,4.7,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"95e466ff-3b9d-4cdd-a750-e4c3b64c1062","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2014-07-02T16:00Z","2014-07-02T16:00Z","BARC.20140702","BARC.IN.20140702.ZOO",NA,"NEON.DOC.001194vC",NA,"tow net",2,525.6,3.6,3.6,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"da2b7708-c0dd-496f-a721-50cf75f58bfb","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","BARC.20150218","BARC.20150218.TOW.1",NA,"NEON.DOC.001194vC",NA,"tow net",3,547.5,2.5,2.5,2.5,"2.5m length of tow","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"8647ff46-8221-444a-9c52-22397f7d61c1","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","BARC.20150218","BARC.20150218.TOW.2",NA,"NEON.DOC.001194vC",NA,"tow net",3,328.5,1.5,1.5,1.5,"1.5m tow length","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"6ca43cfc-e635-44a9-9b14-4337fb3611e3","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","BARC.20150218","BARC.20150218.SCHINDLER.3",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",2,24,0.5,1.5,NA,"","SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"194bbd64-4ded-4806-89f6-dd032f04facd","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2015-07-01T16:00Z","2015-07-01T16:00Z","BARC.20150701","BARC.20150701.SCHINDLER.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",3,36,0.5,1.3,2,"","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"98fe9b05-4368-441b-9047-af5505115580","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2015-07-01T16:00Z","2015-07-01T16:00Z","BARC.20150701","BARC.20150701.SCHINDLER.3",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,"excessive algae - cannot sample deeper than 0.5m","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"bf1a1529-93c8-46f1-834d-5659c0fed4ad","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2015-07-01T16:00Z","2015-07-01T16:00Z","BARC.20150701","BARC.20150701.TOW NET.1",NA,"NEON.DOC.001194vD",NA,"tow net",3,766.5,3.5,3.5,3.5,"","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"26110fc2-e752-418a-9df2-13e9d5173fe5","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2015-11-05T17:00Z","2015-11-05T17:00Z","BARC.20151105","BARC.20151105.TOW NET.2",NA,"NEON.DOC.001194vD",NA,"tow net",3,657,3,3,3,NA,"w/KL6MXJXvQQsLRcmywlukzOyoInucvI","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw"
"7126404d-5c07-4d78-9165-46d474fb7139","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2015-11-05T17:00Z","2015-11-05T17:00Z","BARC.20151105","BARC.20151105.SCHINDLER.3",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"w/KL6MXJXvQQsLRcmywlukzOyoInucvI","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw"
"e52a05be-d5f0-411f-93aa-52364dd87f33","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2015-11-05T17:00Z","2015-11-05T17:00Z","BARC.20151105","BARC.20151105.TOW NET.1",NA,"NEON.DOC.001194vD",NA,"tow net",3,985.5,4.5,4.5,4.5,NA,"w/KL6MXJXvQQsLRcmywlukzOyoInucvI","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw"
"a20b726a-e323-4019-aadc-612ee700e38c","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2016-02-19T17:00Z","2016-02-19T17:00Z","BARC.20160219","BARC.20160219.TOW NET.1",NA,"NEON.DOC.001194vE",NA,"tow net",2,715.4,4.9,4.9,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"e0b388c8-2365-4cee-9667-93554b588d20","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2016-02-19T17:00Z","2016-02-19T17:00Z","BARC.20160219","BARC.20160219.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1.2,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"8bd9a2d5-1080-4714-91a3-2c8e9411d642","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2016-02-19T17:00Z","2016-02-19T17:00Z","BARC.20160219","BARC.20160219.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.8,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"2de2e089-e768-4ef6-a92f-750bdd456777","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2016-07-06T16:00Z","2016-07-06T16:00Z","BARC.20160706","BARC.20160706.TOW NET.1",NA,"NEON.DOC.001194vE",NA,"tow net",2,686.2,4.7,4.7,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"5539958a-2620-447c-bc96-6f80517b7bfe","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2016-07-06T16:00Z","2016-07-06T16:00Z","BARC.20160706","BARC.20160706.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,1,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"1fa07d49-7238-4cdd-a550-384e2e04db63","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2016-07-06T16:00Z","2016-07-06T16:00Z","BARC.20160706","BARC.20160706.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.9,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"f8bd9bf6-4b85-43a6-81fc-3fd22e868adf","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2016-11-01T16:00Z","2016-11-01T16:00Z","BARC.20161101","BARC.20161101.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.8,NA,"","gTdbIaH1ZgPJg1o4xN8mzucp1NVgTlxL","cnV1WCQ8UKg4+H5mqvmmKOoV390GYVH5"
"2b77b579-58b4-4457-82be-ef8d0a9550ce","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2016-11-01T16:00Z","2016-11-01T16:00Z","BARC.20161101","BARC.20161101.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.6,NA,"","gTdbIaH1ZgPJg1o4xN8mzucp1NVgTlxL","cnV1WCQ8UKg4+H5mqvmmKOoV390GYVH5"
"da631bec-50d1-4c0b-9918-2971e452b4ff","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2016-11-01T16:00Z","2016-11-01T16:00Z","BARC.20161101","BARC.20161101.TOW NET.1",NA,"NEON.DOC.001194vE",NA,"tow net",2,788.4,5.4,5.4,NA,"2 Bottles","gTdbIaH1ZgPJg1o4xN8mzucp1NVgTlxL","cnV1WCQ8UKg4+H5mqvmmKOoV390GYVH5"
"12199d5e-4488-4e1f-a92d-df216ebdc57b","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2017-02-27T17:00Z","2017-02-27T17:00Z","BARC.20170227","BARC.20170227.TOW NET.1",NA,"NEON.DOC.001194vF",NA,"tow net",4,934.4,3.2,3.2,3.2,NA,"JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"7649c709-940e-4634-9118-c67537da4ac9","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2017-02-27T17:00Z","2017-02-27T17:00Z","BARC.20170227","BARC.20170227.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"54d5ec50-89f5-44e8-b654-8d72d28b0bf4","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2017-02-27T17:00Z","2017-02-27T17:00Z","BARC.20170227","BARC.20170227.SCHINDLER.3",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"e753c92a-198e-4a1f-b0bb-96d914b64334","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2017-06-28T12:16Z","2017-06-28T12:16Z","BARC.20170628","BARC.20170628.TOWNET.1",NA,"NEON.DOC.001194vE",NA,"tow net",2,642.4,4.4,4.4,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"a159b966-1843-46e3-a1f1-eb7e7f60bb2c","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2017-06-28T12:16Z","2017-06-28T12:16Z","BARC.20170628","BARC.20170628.SCHINDLER.2",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.7,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"7c63a029-a0ac-472a-8da4-70c112a23b11","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2017-06-28T12:16Z","2017-06-28T12:16Z","BARC.20170628","BARC.20170628.SCHINDLER.3",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","JdN6ZmAx7oUw2gMleDi7glwSoayn+DB4"
"add24b0e-38cc-4861-a449-053f56434ea6","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2017-10-31T16:07Z","2017-10-31T16:07Z","BARC.20171031","BARC.20171031.TOWNET.1",NA,"NEON.DOC.001194vF",NA,"tow net",2,840.96,5.8,5.8,NA,NA,"uc/Ogwu/d/aC0/FyeYgRy91eQH6E3aLH","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"d3b16817-05aa-4ce6-987d-41fe91bd00ed","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2017-10-31T16:07Z","2017-10-31T16:07Z","BARC.20171031","BARC.20171031.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.3,2.1,NA,"uc/Ogwu/d/aC0/FyeYgRy91eQH6E3aLH","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"283af16c-4852-4864-a83d-fbb2a3944bdf","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2017-10-31T16:07Z","2017-10-31T16:07Z","BARC.20171031","BARC.20171031.SCHINDLER.3",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.1,1.7,NA,"uc/Ogwu/d/aC0/FyeYgRy91eQH6E3aLH","XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT"
"aa817b36-1a1e-4121-bbfd-8a2b79d7100d","D03","BARC","BARC.AOS.buoy.c0",29.676473,-82.009089,10,10,"WGS84",27,10,"lake","2018-02-14T15:41Z","2018-02-14T15:41Z","BARC.20180214","BARC.20180214.TOWNET.1",NA,"NEON.DOC.001194vF",NA,"tow net",2,715.4,4.9,4.9,NA,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"791f2506-08e9-49d6-abd4-b17899972fad","D03","BARC","BARC.AOS.inlet",29.677477,-82.007714,0.1,10,"WGS84",26.9,0,"lake","2018-02-14T15:41Z","2018-02-14T15:41Z","BARC.20180214","BARC.20180214.SCHINDLER.2",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.2,1.9,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"e086b5d8-72b4-44fc-959f-18fd731327c6","D03","BARC","BARC.AOS.outlet",29.674748,-82.008404,0.1,10,"WGS84",27.1,0,"lake","2018-02-14T15:41Z","2018-02-14T15:41Z","BARC.20180214","BARC.20180214.SCHINDLER.3",NA,"NEON.DOC.001194vF",NA,"Schindler-Patalas",3,36,0.5,1.4,2.3,NA,"XBhTOsXqc3JUpPrNmD30I5JCq90cfBjT","Ufb4ebvHmXnbJrkqryGw+U/ayHNDYq8/f6HM631bfR8="
"db6f7a56-4241-4b47-b125-c63b98e41e91","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2014-07-18T16:00Z","2014-07-18T16:00Z","SUGG.20140718","SUGG.IN.20140718.ZOO",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",3,36,0.5,1,1.5,"","KnvsV1XN/fcT6FYSWd8OReDfV3Qsyj6N","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"6fb3895d-5779-44ad-b524-5a7b9bd9bd88","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2014-07-18T16:00Z","2014-07-18T16:00Z","SUGG.20140718","SUGG.OUT.20140718.ZOO",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",3,36,0.5,1,1.5,"","KnvsV1XN/fcT6FYSWd8OReDfV3Qsyj6N","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"066c76c0-005b-458b-8150-0bb755ead682","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2014-07-18T16:00Z","2014-07-18T16:00Z","SUGG.20140718","SUGG.BOUY.20140718.ZOO",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",4,48,0.5,1,1.5,"depth 4 = 2m","KnvsV1XN/fcT6FYSWd8OReDfV3Qsyj6N","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"742dba6b-b227-4a07-9fa9-7b63213e24b6","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","SUGG.20150218","SUGG.20150218.SCHINDLER.1",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",4,48,0.5,1.5,NA,NA,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"7763a7aa-6c83-432b-a055-9011dd2a38e5","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","SUGG.20150218","SUGG.20150218.SCHINDLER.2",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",2,24,0.5,1.5,NA,NA,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"0dff16ec-2db6-4347-95a5-37d6c5dabbb5","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2015-02-18T17:00Z","2015-02-18T17:00Z","SUGG.20150218","SUGG.20150218.SCHINDLER.3",NA,"NEON.DOC.001194vC",NA,"Schindler-Patalas",2,24,0.5,1.5,NA,NA,"SZd6jJU+PWukgvziuyetpzviWNuM2FzT","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"32c81485-5d89-4548-ad8d-1e7eb88ecf0c","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2015-07-08T16:00Z","2015-07-08T16:00Z","SUGG.20150708","SUGG.20150708.SCHINDLER.3",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,1.2,NA,NA,"JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"4fdb1f6c-3045-4ac2-8808-fe271d2640f4","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2015-07-08T16:00Z","2015-07-08T16:00Z","SUGG.20150708","SUGG.20150708.SCHINDLER.1",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,1.5,NA,NA,"JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"d079d2bc-cff3-43e8-8a7a-6d66efb6ae58","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2015-07-08T16:00Z","2015-07-08T16:00Z","SUGG.20150708","SUGG.20150708.SCHINDLER.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,1.3,NA,NA,"JdN6ZmAx7oWFIyzymv+BnRh9VwthDgp6K22EnIME4dI=","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"b53c32aa-65b4-4ac3-b6fa-6f256429499e","D03","SUGG","SUGG.AOS.inlet",29.685093,-82.018412,0.1,10,"WGS84",30.2,0,"lake","2015-11-10T17:00Z","2015-11-10T17:00Z","SUGG.20151110","SUGG.20151110.SCHINDLER.2",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"65efa986-6334-4a63-b4c4-d12195804f49","D03","SUGG","SUGG.AOS.outlet",29.687601,-82.020598,0.1,10,"WGS84",30.3,0,"lake","2015-11-10T17:00Z","2015-11-10T17:00Z","SUGG.20151110","SUGG.20151110.SCHINDLER.3",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"bb26a66c-38c4-4dbd-ad22-7bf6735d1f7e","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2015-11-10T17:00Z","2015-11-10T17:00Z","SUGG.20151110","SUGG.20151110.SCHINDLER.1",NA,"NEON.DOC.001194vD",NA,"Schindler-Patalas",2,24,0.5,0.5,NA,NA,"4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw","nKsA92vMzSKXuTR+bYdjSrT8PiEV/ncJ"
"39e17c7e-ef7f-4cb6-9a90-0e2689b022ac","D03","SUGG","SUGG.AOS.buoy.c0",29.688149,-82.017318,10,10,"WGS84",30,10,"lake","2016-02-12T17:00Z","2016-02-12T17:00Z","SUGG.20160212","SUGG.20160212.SCHINDLER.1",NA,"NEON.DOC.001194vE",NA,"Schindler-Patalas",3,36,0.5,1.1,1.8,NA,"w/KL6MXJXvQQsLRcmywlukzOyoInucvI","4cqeLHiLe4h48DaGJDxAgwCH9TdKoypw"
